Region_ID,Año,Genero,Valores,Indicadores_ID,Valores_ID
6,2017,Total,21.24,16,1930
7,2017,Total,22.35,16,1931
8,2017,Total,20.69,16,1932
9,2017,Total,25.16,16,1933
10,2017,Total,26.17,16,1934
11,2017,Total,24.91,16,1935
12,2017,Total,22.98,16,1936
13,2017,Total,20.36,16,1937
14,2017,Total,25.62,16,1938
15,2017,Total,28.28,16,1939
16,2017,Total,26.24,16,1940
17,2017,Total,24.14,16,1941
18,2017,Total,24.71,16,1942
19,2017,Total,33.66,16,1943
20,2017,Total,39.5,16,1944
1,2018,Hombre,11549.0,17,1945
1,2020,Hombre,12433.0,17,1946
1,2022,Hombre,13180.0,17,1947
1,2021,Hombre,12358.0,17,1948
1,2019,Hombre,11768.0,17,1949
1,2017,Hombre,11153.0,17,1950
1,2018,Mujer,11279.0,17,1951
1,2020,Mujer,12156.0,17,1952
1,2022,Mujer,12843.0,17,1953
1,2021,Mujer,12184.0,17,1954
1,2019,Mujer,11595.0,17,1955
1,2017,Mujer,10998.0,17,1956
1,2017,Hombre,37.26,18,1957
2,2017,Hombre,44.77,18,1958
3,2017,Hombre,31.11,18,1959
4,2017,Hombre,41.88,18,1960
5,2017,Hombre,21.52,18,1961
6,2017,Hombre,27.26,18,1962
7,2017,Hombre,25.79,18,1963
8,2017,Hombre,30.08,18,1964
9,2017,Hombre,40.09,18,1965
10,2017,Hombre,41.49,18,1966
11,2017,Hombre,28.19,18,1967
12,2017,Hombre,44.58,18,1968
13,2017,Hombre,51.43,18,1969
14,2017,Hombre,29.61,18,1970
15,2017,Hombre,81.47,18,1971
16,2017,Hombre,11.73,18,1972
17,2017,Hombre,25.43,18,1973
18,2017,Hombre,25.12,18,1974
19,2017,Hombre,35.72,18,1975
20,2017,Hombre,67.78,18,1976
1,2020,Hombre,28.97,18,1977
2,2020,Hombre,23.94,18,1978
3,2020,Hombre,34.16,18,1979
4,2020,Hombre,25.7,18,1980
5,2020,Hombre,15.63,18,1981
6,2020,Hombre,51.5,18,1982
7,2020,Hombre,18.67,18,1983
8,2020,Hombre,31.22,18,1984
9,2020,Hombre,46.67,18,1985
10,2020,Hombre,22.5,18,1986
11,2020,Hombre,25.79,18,1987
12,2020,Hombre,29.59,18,1988
13,2020,Hombre,44.15,18,1989
14,2020,Hombre,21.69,18,1990
15,2020,Hombre,42.41,18,1991
16,2020,Hombre,25.02,18,1992
17,2020,Hombre,33.6,18,1993
18,2020,Hombre,20.57,18,1994
19,2020,Hombre,17.85,18,1995
20,2020,Hombre,37.86,18,1996
1,2017,Mujer,64.13,18,1997
2,2017,Mujer,72.04,18,1998
3,2017,Mujer,54.15,18,1999
4,2017,Mujer,58.67,18,2000
5,2017,Mujer,68.31,18,2001
6,2017,Mujer,59.37,18,2002
7,2017,Mujer,47.59,18,2003
8,2017,Mujer,54.46,18,2004
9,2017,Mujer,63.48,18,2005
10,2017,Mujer,58.75,18,2006
11,2017,Mujer,53.84,18,2007
12,2017,Mujer,72.66,18,2008
13,2017,Mujer,83.72,18,2009
14,2017,Mujer,61.45,18,2010
15,2017,Mujer,94.04,18,2011
16,2017,Mujer,53.76,18,2012
17,2017,Mujer,68.38,18,2013
18,2017,Mujer,50.65,18,2014
19,2017,Mujer,25.02,18,2015
20,2017,Mujer,84.95,18,2016
1,2020,Mujer,52.54,18,2017
2,2020,Mujer,44.32,18,2018
3,2020,Mujer,52.09,18,2019
4,2020,Mujer,52.91,18,2020
5,2020,Mujer,37.35,18,2021
6,2020,Mujer,91.98,18,2022
7,2020,Mujer,29.26,18,2023
8,2020,Mujer,56.48,18,2024
9,2020,Mujer,66.91,18,2025
10,2020,Mujer,44.53,18,2026
11,2020,Mujer,51.53,18,2027
12,2020,Mujer,67.66,18,2028
13,2020,Mujer,65.59,18,2029
14,2020,Mujer,44.46,18,2030
15,2020,Mujer,84.44,18,2031
16,2020,Mujer,36.12,18,2032
17,2020,Mujer,55.63,18,2033
18,2020,Mujer,43.3,18,2034
19,2020,Mujer,36.47,18,2035
20,2020,Mujer,62.03,18,2036
1,2018,Total,1806,19,2037
2,2018,Total,274,19,2038
3,2018,Total,85,19,2039
4,2018,Total,43,19,2040
5,2018,Total,53,19,2041
6,2018,Total,68,19,2042
7,2018,Total,23,19,2043
8,2018,Total,100,19,2044
9,2018,Total,176,19,2045
10,2018,Total,326,19,2046
11,2018,Total,183,19,2047
12,2018,Total,51,19,2048
13,2018,Total,144,19,2049
14,2018,Total,114,19,2050
15,2018,Total,66,19,2051
16,2018,Total,35,19,2052
17,2018,Total,49,19,2053
18,2018,Total,10,19,2054
19,2018,Total,3,19,2055
20,2018,Total,3,19,2056
1,2020,Total,1370,19,2057
2,2020,Total,254,19,2058
3,2020,Total,68,19,2059
4,2020,Total,22,19,2060
5,2020,Total,37,19,2061
6,2020,Total,50,19,2062
7,2020,Total,16,19,2063
8,2020,Total,126,19,2064
9,2020,Total,96,19,2065
10,2020,Total,204,19,2066
11,2020,Total,129,19,2067
12,2020,Total,40,19,2068
13,2020,Total,103,19,2069
14,2020,Total,105,19,2070
15,2020,Total,39,19,2071
16,2020,Total,20,19,2072
17,2020,Total,42,19,2073
18,2020,Total,16,19,2074
19,2020,Total,2,19,2075
20,2020,Total,1,19,2076
1,2022,Total,1746,19,2077
2,2022,Total,333,19,2078
3,2022,Total,80,19,2079
4,2022,Total,34,19,2080
5,2022,Total,38,19,2081
6,2022,Total,68,19,2082
7,2022,Total,21,19,2083
8,2022,Total,179,19,2084
9,2022,Total,97,19,2085
10,2022,Total,264,19,2086
11,2022,Total,175,19,2087
12,2022,Total,41,19,2088
13,2022,Total,123,19,2089
14,2022,Total,125,19,2090
15,2022,Total,59,19,2091
16,2022,Total,37,19,2092
17,2022,Total,55,19,2093
18,2022,Total,12,19,2094
19,2022,Total,1,19,2095
20,2022,Total,4,19,2096
1,2021,Total,1533,19,2097
2,2021,Total,302,19,2098
3,2021,Total,51,19,2099
4,2021,Total,30,19,2100
5,2021,Total,47,19,2101
6,2021,Total,60,19,2102
7,2021,Total,15,19,2103
8,2021,Total,124,19,2104
9,2021,Total,104,19,2105
10,2021,Total,242,19,2106
11,2021,Total,140,19,2107
12,2021,Total,40,19,2108
13,2021,Total,104,19,2109
14,2021,Total,127,19,2110
15,2021,Total,49,19,2111
16,2021,Total,28,19,2112
17,2021,Total,57,19,2113
18,2021,Total,12,19,2114
19,2021,Total,0,19,2115
20,2021,Total,1,19,2116
1,2019,Total,1755,19,2117
2,2019,Total,304,19,2118
3,2019,Total,63,19,2119
4,2019,Total,31,19,2120
5,2019,Total,49,19,2121
6,2019,Total,74,19,2122
7,2019,Total,18,19,2123
8,2019,Total,136,19,2124
9,2019,Total,93,19,2125
10,2019,Total,304,19,2126
11,2019,Total,177,19,2127
12,2019,Total,50,19,2128
13,2019,Total,127,19,2129
14,2019,Total,159,19,2130
15,2019,Total,54,19,2131
16,2019,Total,31,19,2132
17,2019,Total,65,19,2133
18,2019,Total,18,19,2134
19,2019,Total,2,19,2135
20,2019,Total,0,19,2136
1,2017,Total,1830,19,2137
2,2017,Total,305,19,2138
3,2017,Total,80,19,2139
4,2017,Total,37,19,2140
5,2017,Total,68,19,2141
6,2017,Total,67,19,2142
7,2017,Total,22,19,2143
8,2017,Total,164,19,2144
9,2017,Total,129,19,2145
10,2017,Total,283,19,2146
11,2017,Total,176,19,2147
12,2017,Total,62,19,2148
13,2017,Total,117,19,2149
14,2017,Total,125,19,2150
15,2017,Total,85,19,2151
16,2017,Total,29,19,2152
17,2017,Total,51,19,2153
18,2017,Total,26,19,2154
19,2017,Total,2,19,2155
20,2017,Total,2,19,2156
1,2018,Total,138609,20,2157
2,2018,Total,24200,20,2158
3,2018,Total,2915,20,2159
4,2018,Total,2873,20,2160
5,2018,Total,4642,20,2161
6,2018,Total,4960,20,2162
7,2018,Total,971,20,2163
8,2018,Total,3649,20,2164
9,2018,Total,5869,20,2165
10,2018,Total,35426,20,2166
11,2018,Total,10960,20,2167
12,2018,Total,2068,20,2168
13,2018,Total,6267,20,2169
14,2018,Total,21285,20,2170
15,2018,Total,3456,20,2171
16,2018,Total,1067,20,2172
17,2018,Total,6151,20,2173
18,2018,Total,819,20,2174
19,2018,Total,572,20,2175
20,2018,Total,459,20,2176
1,2020,Total,94562,20,2177
2,2020,Total,17456,20,2178
3,2020,Total,2173,20,2179
4,2020,Total,2022,20,2180
5,2020,Total,2690,20,2181
6,2020,Total,4665,20,2182
7,2020,Total,1096,20,2183
8,2020,Total,3399,20,2184
9,2020,Total,2511,20,2185
10,2020,Total,22530,20,2186
11,2020,Total,7237,20,2187
12,2020,Total,1348,20,2188
13,2020,Total,4697,20,2189
14,2020,Total,13322,20,2190
15,2020,Total,2789,20,2191
16,2020,Total,705,20,2192
17,2020,Total,4786,20,2193
18,2020,Total,564,20,2194
19,2020,Total,246,20,2195
20,2020,Total,326,20,2196
1,2022,Total,127830,20,2197
1,2021,Total,118162,20,2198
2,2021,Total,21578,20,2199
3,2021,Total,2774,20,2200
4,2021,Total,2401,20,2201
5,2021,Total,3509,20,2202
6,2021,Total,5336,20,2203
7,2021,Total,1303,20,2204
8,2021,Total,4340,20,2205
9,2021,Total,3330,20,2206
10,2021,Total,27891,20,2207
11,2021,Total,9882,20,2208
12,2021,Total,1735,20,2209
13,2021,Total,5377,20,2210
14,2021,Total,16899,20,2211
15,2021,Total,3535,20,2212
16,2021,Total,1111,20,2213
17,2021,Total,5650,20,2214
18,2021,Total,719,20,2215
19,2021,Total,364,20,2216
20,2021,Total,428,20,2217
1,2019,Total,139558,20,2218
2,2019,Total,25171,20,2219
3,2019,Total,3019,20,2220
4,2019,Total,2720,20,2221
5,2019,Total,4413,20,2222
6,2019,Total,6146,20,2223
7,2019,Total,1332,20,2224
8,2019,Total,5205,20,2225
9,2019,Total,3790,20,2226
10,2019,Total,34682,20,2227
11,2019,Total,10782,20,2228
12,2019,Total,1973,20,2229
13,2019,Total,6498,20,2230
14,2019,Total,21132,20,2231
15,2019,Total,3789,20,2232
16,2019,Total,983,20,2233
17,2019,Total,6234,20,2234
18,2019,Total,755,20,2235
19,2019,Total,458,20,2236
20,2019,Total,476,20,2237
1,2017,Total,139092,20,2238
2,2017,Total,22303,20,2239
3,2017,Total,3289,20,2240
4,2017,Total,3197,20,2241
5,2017,Total,5017,20,2242
6,2017,Total,5133,20,2243
7,2017,Total,1017,20,2244
8,2017,Total,5877,20,2245
9,2017,Total,3783,20,2246
10,2017,Total,35884,20,2247
11,2017,Total,10882,20,2248
12,2017,Total,2137,20,2249
13,2017,Total,6716,20,2250
14,2017,Total,20940,20,2251
15,2017,Total,3453,20,2252
16,2017,Total,1156,20,2253
17,2017,Total,6213,20,2254
18,2017,Total,917,20,2255
19,2017,Total,628,20,2256
20,2017,Total,620,20,2257
1,2017,Hombre,1.94,21,2258
2,2017,Hombre,2.65,21,2259
3,2017,Hombre,1.73,21,2260
4,2017,Hombre,2.27,21,2261
5,2017,Hombre,0.57,21,2262
6,2017,Hombre,0.62,21,2263
7,2017,Hombre,0.36,21,2264
8,2017,Hombre,7.37,21,2265
9,2017,Hombre,0.57,21,2266
10,2017,Hombre,1.82,21,2267
11,2017,Hombre,0.71,21,2268
12,2017,Hombre,2.3,21,2269
13,2017,Hombre,1.0,21,2270
14,2017,Hombre,1.8,21,2271
15,2017,Hombre,0.52,21,2272
16,2017,Hombre,3.32,21,2273
17,2017,Hombre,2.15,21,2274
18,2017,Hombre,1.48,21,2275
19,2017,Hombre,0.0,21,2276
20,2017,Hombre,0.13,21,2277
1,2020,Hombre,1.54,21,2278
2,2020,Hombre,1.07,21,2279
3,2020,Hombre,1.52,21,2280
4,2020,Hombre,0.5,21,2281
5,2020,Hombre,0.09,21,2282
6,2020,Hombre,0.77,21,2283
7,2020,Hombre,1.23,21,2284
8,2020,Hombre,2.68,21,2285
9,2020,Hombre,1.44,21,2286
10,2020,Hombre,1.72,21,2287
11,2020,Hombre,2.81,21,2288
12,2020,Hombre,2.48,21,2289
13,2020,Hombre,1.23,21,2290
14,2020,Hombre,0.93,21,2291
15,2020,Hombre,0.23,21,2292
16,2020,Hombre,2.65,21,2293
17,2020,Hombre,3.46,21,2294
18,2020,Hombre,0.24,21,2295
19,2020,Hombre,0.0,21,2296
20,2020,Hombre,0.0,21,2297
1,2017,Mujer,1.17,21,2298
2,2017,Mujer,1.49,21,2299
3,2017,Mujer,0.8,21,2300
4,2017,Mujer,3.13,21,2301
5,2017,Mujer,1.64,21,2302
6,2017,Mujer,0.0,21,2303
7,2017,Mujer,0.08,21,2304
8,2017,Mujer,2.17,21,2305
9,2017,Mujer,0.8,21,2306
10,2017,Mujer,1.38,21,2307
11,2017,Mujer,0.62,21,2308
12,2017,Mujer,1.37,21,2309
13,2017,Mujer,0.22,21,2310
14,2017,Mujer,1.07,21,2311
15,2017,Mujer,0.47,21,2312
16,2017,Mujer,2.78,21,2313
17,2017,Mujer,1.85,21,2314
18,2017,Mujer,0.19,21,2315
19,2017,Mujer,0.0,21,2316
20,2017,Mujer,0.33,21,2317
1,2020,Mujer,1.02,21,2318
2,2020,Mujer,0.73,21,2319
3,2020,Mujer,0.79,21,2320
4,2020,Mujer,0.63,21,2321
5,2020,Mujer,0.13,21,2322
6,2020,Mujer,0.36,21,2323
7,2020,Mujer,0.43,21,2324
8,2020,Mujer,1.94,21,2325
9,2020,Mujer,1.84,21,2326
10,2020,Mujer,0.29,21,2327
11,2020,Mujer,1.54,21,2328
12,2020,Mujer,0.73,21,2329
13,2020,Mujer,0.54,21,2330
14,2020,Mujer,1.82,21,2331
15,2020,Mujer,0.51,21,2332
16,2020,Mujer,2.48,21,2333
17,2020,Mujer,1.47,21,2334
18,2020,Mujer,1.28,21,2335
19,2020,Mujer,0.0,21,2336
20,2020,Mujer,0.55,21,2337
1,2021,Hombre,22.6,22,2338
2,2021,Hombre,17.0,22,2339
3,2021,Hombre,21.2,22,2340
4,2021,Hombre,19.9,22,2341
5,2021,Hombre,26.8,22,2342
6,2021,Hombre,22.0,22,2343
7,2021,Hombre,24.9,22,2344
8,2021,Hombre,25.7,22,2345
9,2021,Hombre,22.9,22,2346
10,2021,Hombre,24.7,22,2347
11,2021,Hombre,28.4,22,2348
12,2021,Hombre,25.3,22,2349
13,2021,Hombre,27.0,22,2350
14,2021,Hombre,20.2,22,2351
15,2021,Hombre,19.3,22,2352
16,2021,Hombre,31.4,22,2353
17,2021,Hombre,25.9,22,2354
18,2021,Hombre,24.5,22,2355
19,2021,Hombre,12.5,22,2356
20,2021,Hombre,9.8,22,2357
1,2019,Hombre,29.2,22,2358
2,2019,Hombre,24.8,22,2359
3,2019,Hombre,31.8,22,2360
4,2019,Hombre,28.5,22,2361
5,2019,Hombre,29.9,22,2362
6,2019,Hombre,28.7,22,2363
7,2019,Hombre,26.6,22,2364
8,2019,Hombre,27.8,22,2365
9,2019,Hombre,26.4,22,2366
10,2019,Hombre,34.1,22,2367
11,2019,Hombre,30.4,22,2368
12,2019,Hombre,23.4,22,2369
13,2019,Hombre,25.3,22,2370
14,2019,Hombre,31.3,22,2371
15,2019,Hombre,25.0,22,2372
16,2019,Hombre,34.0,22,2373
17,2019,Hombre,33.8,22,2374
18,2019,Hombre,30.0,22,2375
19,2019,Hombre,19.7,22,2376
20,2019,Hombre,14.7,22,2377
1,2021,Mujer,21.8,22,2378
2,2021,Mujer,15.1,22,2379
3,2021,Mujer,19.8,22,2380
4,2021,Mujer,17.3,22,2381
5,2021,Mujer,20.6,22,2382
6,2021,Mujer,21.6,22,2383
7,2021,Mujer,22.0,22,2384
8,2021,Mujer,22.2,22,2385
9,2021,Mujer,21.4,22,2386
10,2021,Mujer,26.5,22,2387
11,2021,Mujer,26.5,22,2388
12,2021,Mujer,20.6,22,2389
13,2021,Mujer,20.4,22,2390
14,2021,Mujer,23.4,22,2391
15,2021,Mujer,15.2,22,2392
16,2021,Mujer,23.5,22,2393
17,2021,Mujer,27.3,22,2394
18,2021,Mujer,16.8,22,2395
19,2021,Mujer,11.9,22,2396
20,2021,Mujer,4.9,22,2397
1,2019,Mujer,25.9,22,2398
2,2019,Mujer,22.8,22,2399
3,2019,Mujer,24.5,22,2400
4,2019,Mujer,23.7,22,2401
5,2019,Mujer,30.7,22,2402
6,2019,Mujer,20.5,22,2403
7,2019,Mujer,21.2,22,2404
8,2019,Mujer,23.7,22,2405
9,2019,Mujer,28.7,22,2406
10,2019,Mujer,32.5,22,2407
11,2019,Mujer,29.2,22,2408
12,2019,Mujer,16.4,22,2409
13,2019,Mujer,19.9,22,2410
14,2019,Mujer,26.0,22,2411
15,2019,Mujer,19.7,22,2412
16,2019,Mujer,23.1,22,2413
17,2019,Mujer,32.3,22,2414
18,2019,Mujer,25.4,22,2415
19,2019,Mujer,10.1,22,2416
20,2019,Mujer,6.7,22,2417
1,2017,Hombre,25.58,23,2418
2,2017,Hombre,35.93,23,2419
3,2017,Hombre,24.91,23,2420
4,2017,Hombre,6.48,23,2421
5,2017,Hombre,21.97,23,2422
6,2017,Hombre,44.54,23,2423
7,2017,Hombre,12.27,23,2424
8,2017,Hombre,16.58,23,2425
9,2017,Hombre,28.43,23,2426
10,2017,Hombre,18.04,23,2427
11,2017,Hombre,35.4,23,2428
12,2017,Hombre,9.89,23,2429
13,2017,Hombre,1.94,23,2430
14,2017,Hombre,29.45,23,2431
15,2017,Hombre,30.49,23,2432
16,2017,Hombre,17.0,23,2433
17,2017,Hombre,16.43,23,2434
18,2017,Hombre,9.2,23,2435
19,2017,Hombre,77.34,23,2436
20,2017,Hombre,91.01,23,2437
1,2017,Mujer,25.95,23,2438
2,2017,Mujer,39.43,23,2439
3,2017,Mujer,24.4,23,2440
4,2017,Mujer,5.12,23,2441
5,2017,Mujer,25.27,23,2442
6,2017,Mujer,43.79,23,2443
7,2017,Mujer,15.23,23,2444
8,2017,Mujer,16.32,23,2445
9,2017,Mujer,25.65,23,2446
10,2017,Mujer,18.77,23,2447
11,2017,Mujer,32.91,23,2448
12,2017,Mujer,10.08,23,2449
13,2017,Mujer,3.02,23,2450
14,2017,Mujer,28.17,23,2451
15,2017,Mujer,30.81,23,2452
16,2017,Mujer,16.12,23,2453
17,2017,Mujer,21.29,23,2454
18,2017,Mujer,5.52,23,2455
19,2017,Mujer,89.45,23,2456
20,2017,Mujer,86.47,23,2457
1,2017,Hombre,27.27,24,2458
2,2017,Hombre,32.62,24,2459
3,2017,Hombre,31.56,24,2460
4,2017,Hombre,16.73,24,2461
5,2017,Hombre,35.65,24,2462
6,2017,Hombre,31.05,24,2463
7,2017,Hombre,5.88,24,2464
8,2017,Hombre,20.13,24,2465
9,2017,Hombre,19.46,24,2466
10,2017,Hombre,26.36,24,2467
11,2017,Hombre,34.76,24,2468
12,2017,Hombre,7.21,24,2469
13,2017,Hombre,5.5,24,2470
14,2017,Hombre,32.29,24,2471
15,2017,Hombre,37.92,24,2472
16,2017,Hombre,23.71,24,2473
17,2017,Hombre,26.62,24,2474
18,2017,Hombre,12.11,24,2475
19,2017,Hombre,36.64,24,2476
20,2017,Hombre,52.45,24,2477
1,2017,Mujer,28.2,24,2478
2,2017,Mujer,32.19,24,2479
3,2017,Mujer,30.93,24,2480
4,2017,Mujer,16.11,24,2481
5,2017,Mujer,32.31,24,2482
6,2017,Mujer,29.56,24,2483
7,2017,Mujer,6.61,24,2484
8,2017,Mujer,18.02,24,2485
9,2017,Mujer,16.6,24,2486
10,2017,Mujer,28.37,24,2487
11,2017,Mujer,34.94,24,2488
12,2017,Mujer,11.49,24,2489
13,2017,Mujer,8.91,24,2490
14,2017,Mujer,36.76,24,2491
15,2017,Mujer,34.97,24,2492
16,2017,Mujer,28.43,24,2493
17,2017,Mujer,29.79,24,2494
18,2017,Mujer,17.15,24,2495
19,2017,Mujer,36.11,24,2496
20,2017,Mujer,57.58,24,2497
1,2017,Hombre,13.92,25,2498
2,2017,Hombre,19.7,25,2499
3,2017,Hombre,9.57,25,2500
4,2017,Hombre,13.59,25,2501
5,2017,Hombre,10.23,25,2502
6,2017,Hombre,11.48,25,2503
7,2017,Hombre,7.84,25,2504
8,2017,Hombre,15.55,25,2505
9,2017,Hombre,10.73,25,2506
10,2017,Hombre,11.64,25,2507
11,2017,Hombre,16.97,25,2508
12,2017,Hombre,4.84,25,2509
13,2017,Hombre,6.32,25,2510
14,2017,Hombre,12.51,25,2511
15,2017,Hombre,24.14,25,2512
16,2017,Hombre,15.18,25,2513
17,2017,Hombre,14.69,25,2514
18,2017,Hombre,7.74,25,2515
19,2017,Hombre,4.1,25,2516
20,2017,Hombre,20.54,25,2517
1,2017,Mujer,21.9,25,2518
2,2017,Mujer,33.03,25,2519
3,2017,Mujer,15.41,25,2520
4,2017,Mujer,20.5,25,2521
5,2017,Mujer,14.16,25,2522
6,2017,Mujer,17.09,25,2523
7,2017,Mujer,13.6,25,2524
8,2017,Mujer,20.12,25,2525
9,2017,Mujer,17.9,25,2526
10,2017,Mujer,20.82,25,2527
11,2017,Mujer,24.99,25,2528
12,2017,Mujer,10.46,25,2529
13,2017,Mujer,12.09,25,2530
14,2017,Mujer,18.01,25,2531
15,2017,Mujer,30.76,25,2532
16,2017,Mujer,22.56,25,2533
17,2017,Mujer,23.09,25,2534
18,2017,Mujer,16.47,25,2535
19,2017,Mujer,7.72,25,2536
20,2017,Mujer,26.84,25,2537
1,2017,Hombre,74.79,26,2538
2,2017,Hombre,75.32,26,2539
3,2017,Hombre,76.15,26,2540
4,2017,Hombre,71.47,26,2541
5,2017,Hombre,83.86,26,2542
6,2017,Hombre,74.71,26,2543
7,2017,Hombre,75.53,26,2544
8,2017,Hombre,74.76,26,2545
9,2017,Hombre,76.66,26,2546
10,2017,Hombre,74.29,26,2547
11,2017,Hombre,74.9,26,2548
12,2017,Hombre,80.61,26,2549
13,2017,Hombre,65.03,26,2550
14,2017,Hombre,77.22,26,2551
15,2017,Hombre,76.63,26,2552
16,2017,Hombre,74.79,26,2553
17,2017,Hombre,69.41,26,2554
18,2017,Hombre,72.37,26,2555
19,2017,Hombre,78.58,26,2556
20,2017,Hombre,79.41,26,2557
1,2020,Hombre,79.27,26,2558
2,2020,Hombre,82.69,26,2559
3,2020,Hombre,82.01,26,2560
4,2020,Hombre,74.88,26,2561
5,2020,Hombre,84.52,26,2562
6,2020,Hombre,71.37,26,2563
7,2020,Hombre,79.94,26,2564
8,2020,Hombre,70.57,26,2565
9,2020,Hombre,79.67,26,2566
10,2020,Hombre,82.78,26,2567
11,2020,Hombre,76.43,26,2568
12,2020,Hombre,81.58,26,2569
13,2020,Hombre,73.06,26,2570
14,2020,Hombre,80.15,26,2571
15,2020,Hombre,80.63,26,2572
16,2020,Hombre,78.55,26,2573
17,2020,Hombre,78.64,26,2574
18,2020,Hombre,77.93,26,2575
19,2020,Hombre,86.95,26,2576
20,2020,Hombre,82.38,26,2577
1,2017,Mujer,66.46,26,2578
2,2017,Mujer,65.18,26,2579
3,2017,Mujer,63.71,26,2580
4,2017,Mujer,62.4,26,2581
5,2017,Mujer,74.98,26,2582
6,2017,Mujer,65.28,26,2583
7,2017,Mujer,69.27,26,2584
8,2017,Mujer,66.95,26,2585
9,2017,Mujer,68.92,26,2586
10,2017,Mujer,65.79,26,2587
11,2017,Mujer,69.01,26,2588
12,2017,Mujer,71.12,26,2589
13,2017,Mujer,56.56,26,2590
14,2017,Mujer,70.07,26,2591
15,2017,Mujer,65.58,26,2592
16,2017,Mujer,65.48,26,2593
17,2017,Mujer,65.3,26,2594
18,2017,Mujer,67.87,26,2595
19,2017,Mujer,62.19,26,2596
20,2017,Mujer,67.55,26,2597
1,2020,Mujer,71.94,26,2598
2,2020,Mujer,74.05,26,2599
3,2020,Mujer,71.75,26,2600
4,2020,Mujer,61.88,26,2601
5,2020,Mujer,81.35,26,2602
6,2020,Mujer,58.11,26,2603
7,2020,Mujer,73.29,26,2604
8,2020,Mujer,62.39,26,2605
9,2020,Mujer,69.96,26,2606
10,2020,Mujer,74.75,26,2607
11,2020,Mujer,75.06,26,2608
12,2020,Mujer,77.45,26,2609
13,2020,Mujer,67.18,26,2610
14,2020,Mujer,71.79,26,2611
15,2020,Mujer,70.55,26,2612
16,2020,Mujer,76.78,26,2613
17,2020,Mujer,76.97,26,2614
18,2020,Mujer,68.94,26,2615
19,2020,Mujer,76.3,26,2616
20,2020,Mujer,76.08,26,2617
1,2017,Hombre,52.34,27,2618
2,2017,Hombre,48.09,27,2619
3,2017,Hombre,58.51,27,2620
4,2017,Hombre,50.61,27,2621
5,2017,Hombre,59.91,27,2622
6,2017,Hombre,44.31,27,2623
7,2017,Hombre,56.26,27,2624
8,2017,Hombre,55.05,27,2625
9,2017,Hombre,60.89,27,2626
10,2017,Hombre,52.72,27,2627
11,2017,Hombre,58.81,27,2628
12,2017,Hombre,49.88,27,2629
13,2017,Hombre,38.16,27,2630
14,2017,Hombre,57.69,27,2631
15,2017,Hombre,48.77,27,2632
16,2017,Hombre,58.78,27,2633
17,2017,Hombre,46.66,27,2634
18,2017,Hombre,59.87,27,2635
19,2017,Hombre,78.59,27,2636
20,2017,Hombre,67.38,27,2637
1,2020,Hombre,56.9,27,2638
2,2020,Hombre,59.09,27,2639
3,2020,Hombre,55.93,27,2640
4,2020,Hombre,60.42,27,2641
5,2020,Hombre,60.7,27,2642
6,2020,Hombre,42.98,27,2643
7,2020,Hombre,50.92,27,2644
8,2020,Hombre,49.58,27,2645
9,2020,Hombre,44.44,27,2646
10,2020,Hombre,64.0,27,2647
11,2020,Hombre,63.18,27,2648
12,2020,Hombre,60.14,27,2649
13,2020,Hombre,50.35,27,2650
14,2020,Hombre,56.12,27,2651
15,2020,Hombre,49.77,27,2652
16,2020,Hombre,55.33,27,2653
17,2020,Hombre,58.41,27,2654
18,2020,Hombre,58.73,27,2655
19,2020,Hombre,60.75,27,2656
20,2020,Hombre,43.65,27,2657
1,2017,Mujer,39.97,27,2658
2,2017,Mujer,38.01,27,2659
3,2017,Mujer,37.07,27,2660
4,2017,Mujer,35.8,27,2661
5,2017,Mujer,54.2,27,2662
6,2017,Mujer,37.98,27,2663
7,2017,Mujer,47.36,27,2664
8,2017,Mujer,49.26,27,2665
9,2017,Mujer,44.68,27,2666
10,2017,Mujer,38.9,27,2667
11,2017,Mujer,43.34,27,2668
12,2017,Mujer,32.52,27,2669
13,2017,Mujer,23.34,27,2670
14,2017,Mujer,44.56,27,2671
15,2017,Mujer,36.71,27,2672
16,2017,Mujer,42.31,27,2673
17,2017,Mujer,40.63,27,2674
18,2017,Mujer,54.14,27,2675
19,2017,Mujer,43.62,27,2676
20,2017,Mujer,46.76,27,2677
1,2020,Mujer,45.77,27,2678
2,2020,Mujer,42.11,27,2679
3,2020,Mujer,45.14,27,2680
4,2020,Mujer,42.3,27,2681
5,2020,Mujer,58.57,27,2682
6,2020,Mujer,20.92,27,2683
7,2020,Mujer,46.61,27,2684
8,2020,Mujer,40.0,27,2685
9,2020,Mujer,34.91,27,2686
10,2020,Mujer,55.05,27,2687
11,2020,Mujer,47.01,27,2688
12,2020,Mujer,42.87,27,2689
13,2020,Mujer,41.2,27,2690
14,2020,Mujer,49.96,27,2691
15,2020,Mujer,37.4,27,2692
16,2020,Mujer,62.6,27,2693
17,2020,Mujer,53.82,27,2694
18,2020,Mujer,45.92,27,2695
19,2020,Mujer,58.13,27,2696
20,2020,Mujer,40.48,27,2697
1,2017,Hombre,45.65,28,2698
2,2017,Hombre,48.9,28,2699
3,2017,Hombre,42.48,28,2700
4,2017,Hombre,52.84,28,2701
5,2017,Hombre,41.68,28,2702
6,2017,Hombre,50.85,28,2703
7,2017,Hombre,47.55,28,2704
8,2017,Hombre,50.34,28,2705
9,2017,Hombre,53.08,28,2706
